City,Region,Longitude,Latitude,tif_count_2000,tif_count_2021,Area,Brightness,Elevation,Human Modification,2000 Population,2021 Population,Population Change,Crop Land,Grazing Land,Road Density,BIO1 Annual Mean Temp,BIO2 Mean Diurnal Range,BIO3 Isothermality,BIO4 Temp Seasonality,BIO5 Max Temp Warmest Month,BIO6 Min Temp Coldest Month,BIO7 Temperature Range,BIO8 Mean Temp Wettest Quarter,BIO9 Mean Temp Driest Quarter,BIO10 Mean Temp Warmest Quarter,BIO11 Mean Temp Coldest Quarter,BIO12 Annual Precipitation,BIO13 Precipitation Wettest Month,BIO14 Precipitation Driest Month,BIO15 Precipitation Seasonality,BIO16 Precipitation Wettest Quarter,BIO17 Precipitation Driest Quarter,BIO18 Precipitation Warmest Quarter,BIO19 Precipitation Coldest Quarter,Cluster,PC1,PC2,Baseline_Stability,Stability
Seguela,AFRICA,-6.678030303,7.963636364,11.0,11.0,9.558214671,0.315074503,275.99,0.743864936,3561.999985,41583.9999,38021.99991,0.126872973,0.604076329,224.2727273,25.77803022,12.07727259,69.95842951,113.5721456,34.90000049,17.63636381,17.26363668,24.79545437,25.72727255,27.2378788,24.38636346,1219.727273,217.8181818,9.909090909,66.87299694,555.0909091,63.81818182,216.8181818,544.3636364,J,3.3382114775788714,1.065699374057091,0.8260927152317883,0.8264819109848272
Sekondi,AFRICA,-1.76954023,4.929118774,86.99999999,86.99999999,75.1459537,0.697624389,1.51,0.915455979,208492.9995,381790.9994,173297.9998,0.316336881,0.048995789,310.7294118,26.49671577,7.081274397,69.8500622,109.2873379,31.97058785,21.83294085,10.137647,26.89215683,27.21078449,27.68921551,24.97000017,1545.788235,346.6470588,34.67058824,71.13229613,729.2235294,150.3058824,283.0470588,268.4352941,L,4.090596476657125,-0.8158074129582051,0.9100384615384616,0.8403781146561227
Selawik,NORTH AMERICA,-160.0222222,66.60555556,3.000000001,3.000000001,6.500896768,0.199655513,96.195,0.322571454,674.9999972,501.9999981,-172.9999991,0.0,0.0,0.0,-4.069444339,9.694444339,22.04952494,1248.640706,19.20000076,-24.76666641,43.96666718,10.27222252,-5.616666635,11.76111126,-18.82777786,257.6666667,56.0,9.0,66.1892039,134.0,33.0,112.0,39.0,A,-5.957212582164707,-0.7186249525639627,1.0,0.9991527182560849
Selfoss,NORTH AMERICA,-21.00320513,63.93974359,13.0,13.0,25.46135842,1.471490884,22.61953847,0.56111248,448.9999998,5908.999991,5459.999991,0.005263095,0.090750281,1025.769231,4.465384667,5.010256437,30.52211571,436.37754,13.31538472,-3.099999941,16.41538429,-0.065384598,7.282051382,10.13589727,-0.353846144,1299.307692,125.4615385,83.84615385,15.32612118,366.6923077,257.6923077,287.3076923,365.4615385,C,-2.4675790722920654,-5.048070908150104,0.8553386454183269,0.8279951639369861
Selibaby,AFRICA,-12.19166667,15.16666667,0.999999999,0.999999999,0.891595906,0.016745193,62.852,0.611363645,340.9999973,14389.99992,14048.99992,0.053577069,0.83891035,917.0,29.28333282,13.8166666,56.16531372,295.1912537,42.09999847,17.5,24.59999847,29.03333282,27.19999886,33.18333435,25.56666565,448.0,154.0,0.0,142.0039215,370.0,2.0,48.0,2.0,G,2.898420448294064,4.45341748157725,0.8743628509719227,0.8363798609623089
Selkirk,NORTH AMERICA,-96.88388889,50.14666667,15.0,15.0,20.14161185,1.482162713,233.107,0.738638246,5525.999993,10330.99999,4804.999998,0.33535666,0.0,599.0,2.46916674,10.99166648,22.41073189,1381.764144,25.72666664,-23.31999931,49.04666595,18.45222244,-15.64999975,18.45222244,-15.64999975,540.8666667,97.46666667,10.73333333,66.67380473,266.9333333,45.26666667,266.9333333,45.26666667,A,-4.682269326396125,0.013405382269253517,1.0,0.9991435086719119
Selma,NORTH AMERICA,-87.03055556,32.42722222,30.0,30.0,30.58447316,1.651901075,69.17836666,0.750247073,19100.99998,15759.99998,-3341.000002,0.069775921,0.01542326,2161.933334,18.11458333,12.77138879,40.7380853,725.9595947,33.39666799,2.046666614,31.35000114,10.57111114,23.29999981,26.79111106,8.935555458,1350.333333,164.8333333,68.76666667,21.96862717,433.7333333,260.9666667,312.4,394.4,H,0.07265613362347818,-1.7775606355826004,0.7082983193277311,0.6717693743355916
Semarang,MALAY ARCHIPELAGO,110.8563863,-7.406599921,17790.77354,17793.77354,15441.96135,0.175332735,227.8636908,0.682900027,21802744.0,22086720.9,283976.8999,0.544237837,0.169358901,463.7464678,25.69840526,8.658213439,77.73665392,49.54646549,31.32433498,20.17804528,11.14628969,25.38571465,25.44146165,26.30694054,25.18130174,2197.153858,362.4295582,34.93213477,64.65190651,988.8041542,136.3708086,463.0755656,495.8665142,N,5.269783589802199,-0.13105448692319852,0.9688965517241386,0.9249997033591324
Sembe,AFRICA,14.56944444,1.655555556,9.000000001,9.000000001,7.748236301,0.0,540.904,0.508491939,35.99999993,10819.99998,10783.99998,0.038086862,0.222268227,181.0,24.46249983,11.88611094,86.13124,68.86502075,31.71111107,17.91111098,13.80000008,24.36666701,24.52777778,25.32222176,23.63333363,1570.666667,247.4444444,57.33333334,47.521993,612.8888889,213.7777778,496.6666667,247.3333334,J,3.488281931642706,-1.127876207197469,0.5979966887417212,0.4594684047521337
Semey,ASIA,80.24024621,50.41870265,176.0,176.0,237.6827372,0.93695042,289.689,0.70170367,291472.9999,280997.9998,-10475.00015,0.043420713,0.150601389,6377.255681,3.833238641,12.20691286,25.51798555,1365.769517,28.44659085,-19.38920455,47.83579538,18.45606063,-11.84999998,20.05804927,-13.04715907,290.6022727,47.01704545,14.96590909,35.66992094,109.125,48.25568182,104.7386364,52.95454545,A,-4.86969075465689,0.29372619731278504,1.0,0.999211111875234
Semnan,ASIA,53.38313492,35.57460317,41.99999999,41.99999999,44.43493373,1.096371506,1442.798,0.569490753,95894.99998,118718.9999,22823.99989,0.126563275,0.097878438,299.0714288,18.0200396,11.30753951,29.49921581,1012.048787,37.70714269,-0.623809528,38.33095196,6.933730057,30.3000001,30.3000001,5.286904835,232.0952381,33.30952381,4.238095238,52.69268445,94.69047619,17.02380952,17.02380952,89.14285715,D,-1.6710376540059881,2.34164646455831,0.7653271028037384,0.7566249091046886
Sena Madureira,SOUTH AMERICA,-68.66666667,-9.054166667,18.0,18.0,15.68565954,0.528502074,194.39,0.552419498,141.0,31797.99998,31656.99998,0.075999909,0.000299831,55.66666683,24.81574059,12.50277779,77.63103358,86.62989468,32.02777735,15.92222203,16.10555543,25.35740736,23.53981442,25.5157405,23.53981442,2127.166667,298.2777778,38.5,53.70174832,833.7222222,162.0,753.7777778,162.0,L,3.7286095954370437,-1.3650812669342411,0.8196538461538464,0.6667248961019181
Sendai,ASIA,140.9089132,38.27567926,503.0,503.0,551.3560615,1.525726726,324.130502,0.835986073,1187249.0,1221253.0,34004.00028,0.109918028,0.004160443,8273.095429,12.2358787,7.52552084,25.2402391,819.9328904,27.50000002,-2.298790322,29.79879022,22.40500672,2.410181443,22.40500672,2.406888433,1205.735887,189.0987903,37.46572581,49.24623233,501.4697581,128.1008065,501.4697581,130.9939516,H,-1.1436941257529216,-1.751685035197928,0.6742647058823534,0.6339098680267105
Senhor do Bonfim,SOUTH AMERICA,-40.19270833,-10.45416667,8.000000001,8.000000001,7.000763105,0.552171852,609.825,0.648798227,18032.99997,50030.99989,31997.99991,0.140767913,0.208864335,190.0,23.15416718,10.4000001,71.17241669,156.8264027,30.5,15.88749981,14.61250019,24.24791646,22.36249995,24.61041665,20.92291665,876.125,112.75,28.5,37.2100172,307.125,104.125,277.625,177.375,J,1.9033934270239106,0.1917619082866802,0.39072847682119216,0.6834764676219698
Sennar,AFRICA,33.60441176,13.54117647,17.00000001,17.00000001,15.04751515,0.155949322,433.83,0.638572189,158042.9996,111617.9998,-46424.99984,0.574754684,0.080717435,315.0,28.6997546,16.00833343,60.00871277,273.4541195,41.24705909,14.5705885,26.67647059,28.59411733,26.21078446,32.23627472,25.15686293,421.117647,147.4705882,0.0,141.1317623,335.7647059,0.0,70.05882352,0.0,K,2.6724372164522254,4.373555362861439,0.7834722222222222,0.8507139484508061
Sensuntepeque,NORTH AMERICA,-88.62864583,13.88489583,16.0,16.0,14.18310757,0.085525724,270.047,0.710897979,24233.99998,18304.99999,-5928.999994,0.529720024,0.358715699,1449.0,22.82187521,11.17291665,73.32562304,85.48688889,30.86874986,15.63125014,15.23749971,22.80937541,22.16875017,24.05833328,21.90729201,1991.625,361.25,6.5,91.48798037,986.3125,21.25,306.625,69.125,L,3.7138161412367667,0.6913228021179533,0.9003461538461537,0.8051401985070296
Seoul,ASIA,126.947399,37.406774,3921.0,3983.0,4314.852194,4.341745626,112.5726765,0.810531245,20085917.99,23504879.99,3418961.998,0.128654715,0.001160855,5611.635451,11.62328064,9.434203074,25.56232129,1027.856063,28.94050279,-7.944261078,36.88476397,23.34327071,-1.561583719,23.77914764,-1.561583719,1290.07288,313.9375317,23.8039614,91.57434435,751.7054342,77.42864398,736.2623159,77.42864398,H,-0.6612810098407637,-0.05400741381322535,0.6742647058823534,0.6484574549370516
Serang,MALAY ARCHIPELAGO,106.263874,-6.140687049,1989.721159,1991.721159,1723.898767,0.518500768,246.2247686,0.791186839,3187869.876,4211096.765,1023226.889,0.608487163,0.051280226,463.3471542,26.4668529,7.728949895,80.60026504,41.56884434,31.48311858,21.89361464,9.589503934,25.93319922,26.4815021,26.82963672,25.90794851,2019.566645,322.6783396,83.22510164,44.74804595,793.1557839,267.8354334,423.4115704,786.6851385,N,5.18448202694785,-2.5261853485495327,0.9688965517241386,0.9819135412840693
Serdobsk,EUROPE,44.20691057,52.46402439,41.0,41.0,57.90558576,0.221222155,206.764,0.801997499,42060.99995,28510.99997,-13549.99998,0.138567377,1.7e-05,426.9999999,5.094207299,9.135569108,23.48126067,1126.717753,25.63658533,-13.26829273,38.90487792,18.59186991,-2.482113815,18.59186991,-8.680487796,521.804878,64.82926829,27.75609756,24.06986236,172.6585366,93.43902439,172.6585366,108.8292683,B,-3.7796221872267246,-0.8862594508423111,0.5712250712250715,0.624585658892509
Seremban,ASIA,101.9400575,2.714022988,145.0,145.0,124.9205564,2.627714289,18.70719999,0.808571881,352867.9999,468527.9997,115659.9997,0.185724565,0.004027723,893.2413793,27.04454029,9.150689651,89.06165719,33.7607399,32.41034489,22.13655168,10.27379321,26.81126433,27.12034481,27.51195401,26.71574702,1944.131035,252.0758621,97.86896552,31.30869558,659.6965517,344.5034483,541.7655172,491.6482759,N,4.585962043787266,-3.1447730401778453,0.9688965517241386,0.982160551844978
Seres,EUROPE,23.54633333,41.092,25.0,25.0,28.54432191,1.064366781,816.851,0.805595799,55752.99995,43036.99998,-12715.99997,0.281057718,0.163712569,2139.04,14.58600002,10.42666664,33.26877197,786.0499805,31.48,0.140000002,31.33999954,9.950666619,23.61466682,24.39333366,5.013333359,472.76,59.04,21.12,26.46572937,157.08,77.84,92.72,130.16,D,-1.4914351314735914,0.6141759968062547,0.3631619937694706,0.5450527909355399
Sergiyev Posad,EUROPE,38.13636364,56.30042088,99.0,99.0,153.5328978,1.320155997,175.896,0.644686144,111037.9999,56557.99997,-54479.99993,0.051104996,0.022062285,223.8585859,4.442718872,7.846717179,21.9522544,1030.522357,23.40707074,-12.33636354,35.74343406,17.03552194,-3.20252523,17.03552194,-7.951851806,664.2222222,88.58585859,29.32323232,33.37641726,240.979798,99.16161616,240.979798,122.6868687,B,-3.688714392995046,-1.5032172918242686,0.5712250712250715,0.6412517602121649
Serov,ASIA,60.58641667,59.61491667,100.0,100.0,170.1137928,1.18316399,137.006,0.607025,104546.9999,80292.99998,-24253.99995,0.005365297,0.001268894,192.81,1.21391667,9.564166651,22.00251328,1224.674733,23.49300009,-19.97299995,43.46600002,16.05066677,-11.43950009,16.05066677,-14.38433325,486.31,86.48,15.85,55.8446273,222.92,55.7,222.92,61.9,A,-4.874220757681848,-0.7844989980163646,1.0,0.9991527182560849
Serowe,AFRICA,26.71554487,-22.39519231,52.00000001,52.00000001,48.40082656,0.134768818,1155.891,0.558722455,31805.99997,23525.00001,-8280.999961,0.005343136,0.327549872,378.3846154,19.55721144,15.38461537,56.4552079,436.0069134,30.66346147,3.413461571,27.25000026,23.63846152,13.55576922,23.75801292,13.55576922,426.2884615,82.5,1.0,92.10570746,240.3653846,4.057692308,220.1730769,4.057692308,G,-0.12257049450699437,2.5293305270484954,0.7967386609071272,0.7611647322136884
Serpukhov,EUROPE,37.40869565,54.92481884,91.99999999,91.99999999,137.7586412,1.941090529,200.606,0.747687554,141689.0,128501.9999,-13187.00001,0.096029874,0.056996468,340.9782608,5.146875039,8.238496418,23.66712008,997.3750046,23.46847816,-11.34130439,34.80978286,17.21847839,-3.706159407,17.21847839,-7.219384038,601.2717391,85.14130435,27.63043478,36.06785571,227.826087,91.07608696,227.826087,106.5652174,B,-3.575816904171603,-1.2327777997273368,0.5712250712250715,0.6414514577498618
Serrinha,SOUTH AMERICA,-38.9967803,-11.65227273,44.0,44.0,38.66187014,0.400029381,270.4363296,0.547320791,22326.99999,45630.0,23303.00002,0.110636916,0.291736232,188.1818181,23.16856072,9.182575724,68.19132129,159.6916691,29.97045461,16.50454565,13.46590896,23.76249998,22.01931832,24.78143948,21.00303039,757.7727273,82.93181818,32.09090909,27.89895287,238.0,108.1590909,222.8409091,169.75,J,1.7129718325414773,0.028367006465055303,0.39072847682119216,0.6674041958148486
Sesheke,AFRICA,24.29166667,-17.475,1.0,1.0,0.902216303,0.136218959,971.427,0.474635573,70.99999956,2139.000003,2068.000003,0.19112633,0.50270102,228.0,21.96666718,15.44999981,53.46020508,373.3529663,34.90000153,6.0,28.90000152,24.0,16.79999924,25.55000114,16.79999924,642.0,155.0,0.0,114.9857483,439.0,0.0,232.0,0.0,G,1.0441541242767196,3.1414661896080114,0.8732397408207347,0.8359600826828313
Sete Lagoas,SOUTH AMERICA,-44.23374486,-19.44969136,81.0,81.0,73.92558072,1.333885283,763.496,0.743113173,165450.0,228455.9999,63005.99993,0.173488074,0.197239384,327.0617284,21.05766449,12.77602886,68.11141666,202.683843,29.09999984,10.34197521,18.7580248,22.63539088,18.26131691,23.05020554,18.26131691,1383.395062,273.962963,11.64197531,86.2443307,772.3950617,42.44444444,585.5185185,42.44444444,J,2.2098853543648755,0.41136405637911105,0.8260927152317883,0.8208238587108777
Setif,AFRICA,5.388860544,36.18996599,98.0,98.0,104.4901006,1.924930496,609.723,0.828943409,333497.9998,350574.9996,17076.99988,0.472367678,0.007438574,198.0306122,14.18567176,11.25671771,35.15474425,751.0229928,32.80204084,0.783673466,32.01836724,6.83010206,24.04608845,24.04608845,5.646938791,432.4489796,53.65306122,9.979591837,37.40093173,151.7346939,48.51020408,48.51020408,142.4081633,D,-1.4746318034300745,1.1159858651517398,0.5946884735202497,0.5876964543457072
Settat,AFRICA,-7.617342342,33.00945946,37.0,37.0,37.96788002,1.101374219,266.9798678,0.811524897,112207.9999,139851.0,27643.00005,0.533824609,0.013383096,240.7027027,17.38671169,12.62117113,47.48645607,501.0180029,31.48378398,4.905405457,26.57837847,11.58063053,23.41216206,23.90855872,11.58063053,361.0540541,59.35135135,0.081081081,73.7860027,167.6486486,5.027027027,7.891891891,167.6486486,D,-0.4096773081561373,1.94365919417635,0.7653271028037384,0.7550460021888895
Setubal,EUROPE,-8.865070922,38.54317376,93.99999994,93.99999997,103.4186621,2.91521371,92.731,0.767611437,110992.9999,79397.99994,-31595.0,0.133938043,0.065816129,3499.010639,16.76527776,9.114074113,43.41477602,421.7009054,28.47555557,7.486666605,20.98888878,12.49129634,21.80740738,22.13333335,11.72666664,686.1444445,114.3,5.411111111,65.06112294,315.7444445,29.07777778,38.23333333,294.3111111,I,-0.34666583469282874,0.18206811511938722,0.6233333333333331,0.6747138950315684
Sevastapol,EUROPE,33.52849702,44.60297619,165.0,171.0,206.6686872,0.898141097,64.391,0.754917545,337534.9999,249994.0,-87540.99989,0.068368126,0.02128095,1345.116959,11.34123209,8.025715708,26.91589243,804.4009403,27.41226991,-2.397546011,29.8098159,3.683231086,10.06206541,21.51298565,1.761963196,446.8159509,56.69325153,27.82208589,21.41685996,144.4233129,88.68711656,108.6380368,134.8834356,C,-2.7002301083228373,-0.8667058387111186,0.8762749003984068,0.8491550172689728
Severnyy,EUROPE,64.09166667,67.60416667,16.0,16.0,36.13222811,0.820339527,203.394,0.463622521,15907.99996,7950.999977,-7956.999984,0.0,0.0,114.8124999,-5.60546878,8.574479163,19.8828299,1190.262253,18.12500048,-25.0,43.12499905,9.026041687,-10.58020842,9.829166591,-19.33020866,572.125,66.3125,31.5625,23.42573988,189.125,104.6875,181.4375,126.625,A,-6.054012204698904,-2.3400312687474814,1.0,0.9991045772479079
Severodvinsk,EUROPE,39.8188244,64.57061012,112.0,112.0,224.4250299,3.355946442,53.752,0.683470568,221369.9999,155809.9999,-65559.99994,0.0,0.0,0.0,1.382525529,7.474914974,20.27378351,997.7723949,20.80714284,-16.06122455,36.86836714,7.949149678,-8.818027221,14.05459179,-10.83350342,505.8877551,61.7755102,22.47959184,34.02930777,178.2244898,73.77551021,168.7857143,86.78571429,B,-4.950614459315248,-1.7216783592758031,0.5712250712250715,0.629356112277413
Severomorsk,EUROPE,33.42761438,69.07009804,51.0,51.0,122.8358641,2.991120065,28.377,0.66017259,52127.99998,33249.99998,-18878.0,0.0,0.0,96.39215678,0.611166677,5.916999989,20.20898113,814.8598047,15.60200008,-13.67999992,29.28199989,10.69533335,-6.171333285,10.69533335,-9.002000085,517.14,63.44,24.66,33.02111286,182.66,77.3,182.66,99.11999999,B,-4.687142091069217,-2.390956799002169,0.5712250712250715,0.6400822757813394
Severouralsk,ASIA,59.95175439,60.17880117,57.0,57.0,98.62472842,0.439976743,435.294,0.553958164,30903.99998,24403.99999,-6499.99999,0.001608145,0.001804288,238.8771929,-0.001754403,10.13040939,21.98235241,1255.295779,23.33508753,-22.74912295,46.08420991,15.222807,-13.05497069,15.222807,-16.05584782,527.7192982,91.56140351,17.98245614,51.82065033,230.122807,64.24561404,230.122807,69.98245614,A,-5.173630670277694,-0.8545526853673964,1.0,0.9991791958105822
Seville,EUROPE,-5.975709707,37.36034799,364.0,364.0,394.0766318,5.347655417,201.7064203,0.779608901,1152505.999,1004231.0,-148274.9999,0.257326907,0.0267267,7201.392857,18.33729395,12.02692307,41.82347256,589.1024934,34.47664852,5.721428567,28.75521993,12.34940474,25.76011912,25.92857144,11.50467036,545.1483516,94.67582418,1.972527473,66.50569585,254.4038462,22.86263736,27.68406593,226.8296703,I,-0.500413807080395,1.3318358821158933,0.4602127659574471,0.6443156065745516
Seymour,AUSTRALIA,145.1416667,-37.02291667,8.0,8.0,8.623351272,0.192727961,381.774,0.727936187,1242.000006,4862.999992,3620.999986,0.232503518,0.288182499,372.0,14.55781245,11.91979146,46.99762011,481.5220108,28.94999981,3.587499916,25.36249948,8.691666603,18.47708345,20.47500014,8.691666603,616.5,66.875,33.75,24.56834578,195.75,109.25,115.625,195.75,D,-0.8851746313168274,-0.0024478228415850856,0.3631619937694706,0.5076981232606599
Sfax,AFRICA,10.7443031,34.77818953,224.0,228.0,238.8655618,1.944796623,42.613,0.776449304,628114.9997,572776.9999,-55337.99988,0.110353777,0.007488567,362.5877193,19.06812596,9.775345609,38.13543522,579.4839368,32.39769572,6.775576057,25.62211976,16.85437777,25.90867885,26.33271892,12.22396311,232.9907834,40.82488479,1.0,59.11034323,98.25345622,10.68663594,28.26267281,80.08294931,D,-0.6491300256130327,1.5099691327108744,0.7653271028037384,0.7516928500331489
Shache,ASIA,77.25074405,38.42723214,56.0,56.0,61.51208139,0.358486665,1217.664,0.769609317,129582.9998,244051.9998,114469.0,0.388877761,0.106451039,1040.428572,12.58072918,13.50937496,31.16992576,1107.581427,33.03571415,-10.30535715,43.34107072,24.78630948,5.008630906,24.92232139,-2.28511904,40.03571429,8.142857143,0.0,61.69077539,18.58928571,2.0,18.58928571,3.196428571,E,-2.8123873362612093,2.733976482690192,0.5617408906882595,0.5344841743523744
Shadrinsk,ASIA,63.64274691,56.08996914,53.99999999,53.99999999,83.28712402,1.13265839,129.907,0.732153684,84614.9999,72567.99993,-12046.99997,0.100187092,0.069345546,277.2222223,2.70941359,9.564506195,21.86344217,1279.803329,24.86111079,-18.88518521,43.74629586,17.92901255,-5.621604842,17.92901255,-13.35555555,440.2777778,70.7037037,12.44444444,50.47378731,189.5,49.85185185,189.5,64.7962963,A,-4.5236922982722785,-0.3041026731536737,1.0,0.9996968715559568
Shahjahanpur,ASIA,80.05720256,27.77179669,10061.8654,10061.8654,9785.971424,0.062164028,167.3066198,0.724504232,9491268.319,9325569.914,-165698.4054,0.577168718,0.023995491,445.7492301,25.03412896,12.82998072,40.03029851,631.9134214,40.31925524,8.263017178,32.05623803,29.05266584,23.89979492,31.65824509,16.32930059,1077.239943,339.1547747,2.546658992,130.6765647,810.4437253,31.15380867,405.9630035,45.28179208,K,2.7992973632909344,2.9287090937665177,0.7834722222222222,0.8291797295460827
Shahrisabz,ASIA,66.73620422,39.05133457,537.0,537.0,595.0341035,0.145053323,728.701752,0.761917266,143735.9999,537463.9993,393727.9994,0.414259377,0.015742463,359.4283053,15.01677528,12.79838612,34.4308214,913.0426779,35.65791437,-1.512290501,37.1702051,9.610149,24.76514591,26.58606461,3.820235912,451.9646182,91.89757914,0.968342644,81.78707673,227.6815642,6.456238361,8.175046554,187.3463687,D,-1.2447550416777622,2.2722466281654397,0.7653271028037384,0.7625750304949908
Shahrud,ASIA,54.96590909,36.42424242,22.0,22.0,23.52752693,1.03947019,1342.853,0.529865666,111076.9998,76764.9999,-34311.99993,0.171516815,0.11677806,265.8181816,14.43068184,11.67727271,32.28613039,930.918543,33.04545437,-3.122727275,36.16818168,13.92424241,24.78257587,25.61515123,2.562121261,185.5454545,35.68181818,2.0,68.72802006,86.72727273,8.272727273,11.0,66.04545455,D,-1.9884400162260156,2.228458578662623,0.7653271028037384,0.7634313189722028
Shakhty,EUROPE,40.24031792,47.7172447,173.0,173.0,221.2646419,0.741639215,63.072,0.855398325,233330.9999,214574.9998,-18756.00001,0.142706617,0.015283028,249.283237,8.998169612,9.014450867,25.08360953,1029.695317,28.22543364,-7.712138678,35.9375725,19.5888247,-2.645183036,21.40818887,-3.736319833,535.0693642,59.26011561,30.09248555,21.44863681,168.5722543,107.7861272,156.0404624,130.566474,B,-2.979391352857975,-0.7040419723841047,0.5712250712250715,0.6542844026396327
Shalqar,ASIA,59.61622807,47.8377193,19.0,19.0,24.35709754,0.354798165,194.818,0.462906022,22071.99998,29465.99997,7393.999992,0.002147871,0.396201186,2273.578948,6.214912289,11.94912273,23.33804592,1463.969142,32.41579036,-18.7842101,51.20000056,2.303508755,21.1982457,23.5991229,-12.0149122,195.5789474,23.15789474,12.63157895,19.03529539,56.73684211,39.7368421,44.15789474,44.68421053,D,-4.511267234218209,1.0276619870722605,0.1336915887850467,0.1180964073945941
Shamattawa,NORTH AMERICA,-92.09166667,55.8625,4.0,4.0,6.133247883,0.17609564,131.515,0.40387984,1.0,937.9999974,936.9999974,0.0,0.00013745,0.0,-4.189583182,10.04999995,19.35485744,1506.990082,21.05000019,-30.87499952,51.92500019,12.2249999,-14.8083334,13.5291667,-23.62083292,479.25,77.5,13.0,53.62296963,213.5,51.5,205.0,66.5,A,-6.400400915011321,-1.0264281168524025,1.0,0.9991340966792955
Shamva,AFRICA,31.55625,-17.30625,7.999999999,7.999999999,7.211073852,0.023160814,1230.785,0.433569348,4935.999983,7631.999965,2695.999982,0.056761641,0.479529168,353.0,20.14062524,13.95000005,57.46646547,322.7441559,30.84999943,6.574999928,24.27499914,22.82499957,15.64791667,23.16666675,15.64791667,822.1250001,213.625,1.0,117.0511589,575.375,3.0,281.0,3.0,G,1.083151181168854,2.2486996090404783,0.8743628509719227,0.8386305281054759
Shangdu,ASIA,113.5357843,41.56127451,17.0,17.0,19.55041964,0.094723249,1465.283,0.668283486,10350.99998,36833.99992,26482.99995,0.016296979,0.428052532,1837.0,4.184558869,12.31617641,27.44102613,1214.912662,25.55882375,-19.32352874,44.88235361,18.49705887,-11.40784314,18.49705887,-11.40784314,297.1764706,79.94117647,1.0,110.6794658,201.2941176,5.352941179,201.2941176,5.352941179,A,-4.267325287651085,1.6134499422153366,1.0,0.9884839664225629
Shanghai,ASIA,120.5598071,31.27274166,22377.0,22383.0,22536.65503,2.059629669,18.1711713,0.81521221,34811899.98,50553791.98,15741892.0,0.323820766,0.134103765,3351.818523,15.97358537,7.384328811,23.66939517,884.4232217,31.27224256,0.095718627,31.17652389,26.2484999,9.476135154,26.60147035,4.903793501,1057.311182,172.2112531,36.13840722,52.84865647,446.5077315,121.8609671,443.2851716,139.1914551,O,0.8729270582234613,2.3731510366273376,0.7799999999999998,0.6594306845545238
Shangqiu,ASIA,115.4955935,34.31700203,12580.0486,12580.0486,13107.07339,0.178290539,51.01855256,0.749568245,7786349.175,7777791.717,-8557.458031,0.417567469,0.136812229,523.7042513,14.49341993,10.41562956,28.97394939,983.182847,31.47709372,-4.471081278,35.94817495,25.3182545,1.91878198,26.29831051,1.91878198,717.3009278,194.6442166,10.70604785,90.9332322,406.4259184,38.7710554,403.7053232,38.7710554,E,-0.6950025971079714,1.5544963231317728,0.3726315789473685,0.42232845951745346
Shangrao,ASIA,118.0338778,28.40636837,704.0,704.0,688.7358589,0.214623695,338.7810064,0.696582601,904189.9975,1149728.998,245539.0003,0.268623414,0.155756026,947.0170454,18.44853807,8.60057997,27.41131989,823.2557125,33.93877826,2.562357957,31.37642037,22.31058228,12.67014676,28.20677083,8.003196006,1729.784091,303.3394886,49.71164773,60.49789595,824.4673296,185.5482955,537.0326705,247.3380682,H,1.1674674445119513,-1.3202863862691878,0.18716386554621833,0.3056704024722401
Shangzhi,ASIA,127.9595486,45.2234375,48.0,48.0,58.64144437,0.120086806,251.0402708,0.846915785,85505.99995,116308.9999,30802.99996,0.212789672,0.11589576,1010.270834,3.796701391,13.07916673,24.28814876,1495.942744,27.85624965,-25.99374998,53.85000054,21.09861084,-16.01076374,21.09861084,-16.01076374,583.0416667,152.75,3.895833333,102.2828801,370.6666667,15.41666667,370.6666667,15.41666667,A,-4.303574591032204,0.9405625797315291,1.0,0.999211111875234
Shannon,EUROPE,-8.881547619,52.71666667,13.99999999,13.99999999,19.8869452,0.849226109,119.976,0.78453422,4905.999994,8668.999988,3762.999994,0.043175652,0.152233642,1964.0,10.50922612,6.669643027,40.23063987,381.2300655,19.68571499,3.107142772,16.57857173,6.848809379,11.67142868,15.40238135,6.210714238,1011.428571,109.5,57.85714285,22.25273664,320.2857143,181.7857143,218.6428571,301.6428571,C,-1.3006959038704027,-2.9751248469920837,0.8762749003984068,0.8495792940199132
Shantou,ASIA,116.2762862,23.31217938,7082.500876,7105.500877,6658.131417,0.56016592,117.8416289,0.782772567,11108387.66,14901646.5,3793258.843,0.207753803,0.136022613,1023.566025,21.84547257,6.912047539,32.43434161,542.5486142,31.48323245,10.18265557,21.30057687,27.78328007,16.67148788,27.85615192,14.86820244,1545.315661,258.6875671,31.13777297,66.22618913,715.478455,102.6722231,652.2793369,130.2552183,L,2.270824295455017,-0.057143995760967466,0.905576923076923,0.8355002542567127
Shanxian,ASIA,116.2014781,34.76373556,7072.778292,7072.778292,7408.702644,0.107722661,44.56605131,0.742860793,4289665.864,4011726.05,-277939.8148,0.419278797,0.152286052,362.6746613,14.32962167,10.3041991,28.5601556,998.8226,31.27370296,-4.804016602,36.0777197,25.9563058,1.497453805,26.26273336,1.497453805,683.5429675,190.7643214,10.69740286,96.27425015,405.0478566,36.83990981,404.6565078,36.83990981,E,-0.8110768783195269,1.3630228733702694,0.3726315789473685,0.44008765731720373
