City,Region,Cluster,Baseline_Stability,Stability
Sodo,AFRICA,D,0.555454658,0.6731706
Sofia,EUROPE,B,0.868270289,0.843352057
Sogamoso,SOUTH AMERICA,D,0.335463911,0.377798413
Sohag,AFRICA,C,0.847849922,0.821861434
Sohano,MELANESIA,E,0.973267257,0.973578564
Sokcho,ASIA,B,0.867396836,0.841307441
Soke,ASIA,C,0.848272162,0.820014722
Sokode,AFRICA,D,0.656673658,0.708356433
Sokol,EUROPE,A,0.983337674,0.970072697
Sokolo,AFRICA,D,0.555454658,0.656043909
Sokoto,AFRICA,D,0.555454658,0.659006265
Sol-lletsk,ASIA,A,0.983337674,0.970129339
Soledad,SOUTH AMERICA,D,0.656673658,0.727287158
Solikamsk,EUROPE,A,0.983337674,0.970099027
Solnechnogorsk,EUROPE,A,0.983337674,0.970060456
Solwezi,AFRICA,D,0.555454658,0.651066559
Son Tay,ASIA,D,0.653811845,0.666513578
Sonbong,ASIA,A,0.983337674,0.970049011
Songea,AFRICA,D,0.60706971,0.710979752
Songkhla,ASIA,E,0.973267257,0.971837034
Songo,AFRICA,D,0.656673658,0.728661738
Sonipat,ASIA,D,0.555454658,0.659433555
Sonson,SOUTH AMERICA,E,0.973267257,0.973663018
Sonsonate,NORTH AMERICA,D,0.656673658,0.711261906
Sopur,ASIA,C,0.848272162,0.779918688
Sorocaba,SOUTH AMERICA,D,0.656673658,0.6467695
Sorong,MELANESIA,E,0.973267257,0.973668083
Soroti,AFRICA,D,0.656673658,0.71207357
Sosnogorsk,EUROPE,A,0.983337674,0.970120729
Sotik,AFRICA,D,0.441640345,0.406259775
Soubre,AFRICA,D,0.656673658,0.698105336
Souk Ahras,AFRICA,C,0.848272162,0.720823778
Sousse,AFRICA,C,0.848272162,0.811863426
South Bend,NORTH AMERICA,B,0.867910591,0.841838992
Southampton,EUROPE,B,0.868270289,0.844123163
Southaven,NORTH AMERICA,B,0.802774415,0.791423979
Southend,EUROPE,B,0.868270289,0.843510091
Southern Cross,AUSTRALIA,C,0.847576205,0.820390067
Sovetsk1,EUROPE,B,0.863401651,0.723599824
Sovetsk2,EUROPE,A,0.983337674,0.970136652
Soyo,AFRICA,D,0.565913017,0.710271674
Spanish Town,SOUTH AMERICA,D,0.656673658,0.698085452
Spartanburg,NORTH AMERICA,B,0.802774415,0.81671953
Sparti,EUROPE,C,0.848272162,0.817479402
Spassk Dalniy,ASIA,A,0.983337674,0.970012146
Spencer,NORTH AMERICA,A,0.983337674,0.970115479
Split,EUROPE,B,0.802774415,0.786341553
Spokane,NORTH AMERICA,B,0.802774415,0.76650614
Spring Hill,NORTH AMERICA,B,0.054881706,0.260364892
Springbok,AFRICA,C,0.847576205,0.815154283
Springfield1,NORTH AMERICA,B,0.867948418,0.84207315
Springfield2,NORTH AMERICA,B,0.868270289,0.842357702
Springfield3,NORTH AMERICA,B,0.867910591,0.843505255
Springfield4,NORTH AMERICA,B,0.867910591,0.841387351
Springfield5,NORTH AMERICA,B,0.802774415,0.750793955
Springs,AFRICA,C,0.848272162,0.814341642
Srinagar,ASIA,C,0.529769051,0.60849719
St. Anthony,NORTH AMERICA,A,0.263586977,0.703875547
St. Augustine,NORTH AMERICA,B,0.771259972,0.727572728
St. Charles1,NORTH AMERICA,B,0.868270289,0.843969606
St. Charles2,NORTH AMERICA,B,0.868270289,0.843547453
St. Cloud,NORTH AMERICA,A,0.983337674,0.970067558
St. George,NORTH AMERICA,C,0.848272162,0.820494757
St. John,NORTH AMERICA,B,0.866816369,0.81635605
St. JohnÛªs,NORTH AMERICA,B,0.866816369,0.818863662
St. Joseph,NORTH AMERICA,B,0.761742779,0.619265819
St. Louis,NORTH AMERICA,B,0.868270289,0.843657294
St. Paul,NORTH AMERICA,A,0.983337674,0.968467346
St. Petersburg1,NORTH AMERICA,B,0.769748968,0.690148736
St. Petersburg2,EUROPE,B,0.866816369,0.820538115
St.-Benoit,AFRICA,D,0.441640345,0.440683704
St.-Brieuc,EUROPE,B,0.868270289,0.843359217
St.-Denis,AFRICA,E,0.973267257,0.973105937
St.-Jerome,NORTH AMERICA,A,0.983337674,0.969743096
Stamford,NORTH AMERICA,B,0.868270289,0.844111002
Standerton,AFRICA,C,0.847576205,0.815724226
Stanley,SOUTH AMERICA,B,0.863401651,0.778650277
Stara Zagora,EUROPE,B,0.802774415,0.821200334
Staraya Russa,EUROPE,A,0.983337674,0.970069516
Starsy Oskol,EUROPE,A,0.983337674,0.970078274
State College,NORTH AMERICA,B,0.866816369,0.824885546
Stavanger,EUROPE,B,0.868270289,0.845181099
Stavropol,EUROPE,A,0.983337674,0.961431502
Stawell,AUSTRALIA,C,0.290070762,0.440941502
Steinbach,NORTH AMERICA,A,0.983337674,0.970134941
Steinkjer,EUROPE,B,0.865983494,0.813790552
Stepanakert,ASIA,A,0.983337674,0.960983881
Stephenville,NORTH AMERICA,B,0.863401651,0.702388615
Sterlitamak,EUROPE,A,0.983337674,0.970080705
Stettler,NORTH AMERICA,A,0.983337674,0.970139023
Stillwater,NORTH AMERICA,B,0.802774415,0.737596098
Stockholm,EUROPE,B,0.866816369,0.819737446
Stoke,EUROPE,B,0.868270289,0.843302725
Stony Rapids,NORTH AMERICA,A,0.983337674,0.970056648
Stralsund,EUROPE,B,0.866816369,0.840641497
Strasbourg,EUROPE,B,0.868270289,0.842961842
Streaky Bay,AUSTRALIA,C,0.848272162,0.821756374
Strezhevoy,ASIA,A,0.983337674,0.97005366
Stuttgart,EUROPE,B,0.867910591,0.84349199
Subotica,EUROPE,B,0.868270289,0.843760845
Suceava,EUROPE,A,0.983337674,0.85497493
Sucre,SOUTH AMERICA,C,0.845722395,0.795580656
Sudbury,NORTH AMERICA,A,0.983337674,0.97002252
Suhar,ASIA,C,0.845722395,0.780917825
Suihua,ASIA,A,0.983337674,0.97011902
Suileng,ASIA,A,0.983337674,0.970177509
Sukabumi,MALAY ARCHIPELAGO,E,0.973267257,0.973668581
Sukhothai,ASIA,D,0.555454658,0.698356164
Sukhumi,ASIA,B,0.85988033,0.794350883
Sukkur,ASIA,C,0.642606532,0.562676588
Sullana,SOUTH AMERICA,D,0.555454658,0.621668084
Sumbawanga,AFRICA,D,0.555454658,0.659349462
Sumbe,AFRICA,D,0.555454658,0.658162865
Sumenep,MALAY ARCHIPELAGO,D,0.653811845,0.656678817
Sumqayt,EUROPE,B,0.802774415,0.758250549
Sumter,NORTH AMERICA,B,0.802774415,0.785609095
Sumy,EUROPE,A,0.983337674,0.969309797
Sunbury,AUSTRALIA,B,0.802774415,0.739410384
Sunchales,SOUTH AMERICA,D,0.483814929,0.546086557
Sunchon,ASIA,A,0.983337674,0.97027755
Sunderland,EUROPE,B,0.868270289,0.843196959
Sundsvall,EUROPE,A,0.983337674,0.951517404
Sungai Petani,ASIA,E,0.973267257,0.973606764
Sungaipenuh,MALAY ARCHIPELAGO,E,0.973267257,0.973645662
Sunshine Coast,AUSTRALIA,B,0.049790234,0.107354587
Suntar,ASIA,A,0.983337674,0.97007136
Superior,NORTH AMERICA,A,0.983337674,0.970083676
Sur,ASIA,C,0.845722395,0.787967502
Surabaya,MALAY ARCHIPELAGO,D,0.653811845,0.656235097
Surakarta,MALAY ARCHIPELAGO,D,0.610137569,0.598709468
Surat,ASIA,D,0.656673658,0.717249019
Surat Thani,ASIA,D,0.651125848,0.635058624
Surgut,ASIA,A,0.983337674,0.969952351
Surigao,MALAY ARCHIPELAGO,E,0.973267257,0.973615698
Surin,ASIA,D,0.656673658,0.725490625
Surt,AFRICA,C,0.848272162,0.822119396
Suva,MELANESIA,E,0.973267257,0.973671034
Suwalki,EUROPE,A,0.678392558,0.656776533
Suwon,ASIA,B,0.867910591,0.842977767
Suzhou,ASIA,B,0.856390646,0.832129611
Svendborg,EUROPE,B,0.866816369,0.83901755
Svetogorsk,EUROPE,A,0.983337674,0.969918901
Svobodnyy,ASIA,A,0.983337674,0.970112709
Swakopmund,AFRICA,C,0.847576205,0.817237475
Swan Hill,AUSTRALIA,C,0.848272162,0.818469089
Swansea,EUROPE,B,0.868270289,0.84253144
Swellendam,AFRICA,C,0.848272162,0.709184143
Swift Current,NORTH AMERICA,A,0.983337674,0.970096029
Sydney1,AUSTRALIA,B,0.802774415,0.792473884
Sydney2,NORTH AMERICA,B,0.866816369,0.821781328
Syktyvkar,EUROPE,A,0.983337674,0.970213735
Sylhet,ASIA,E,0.973267257,0.935530932
Syracuse,NORTH AMERICA,B,0.866816369,0.824799917
Syzran,EUROPE,A,0.983337674,0.970067649
Szczecin,EUROPE,B,0.866816369,0.826307673
Szeged,EUROPE,B,0.867910591,0.83744052
Szekesfehervar,EUROPE,B,0.867910591,0.842709454
Szolnok,EUROPE,B,0.867396836,0.774091357
Szombathely,EUROPE,B,0.867910591,0.842096836
Tabora,AFRICA,D,0.555454658,0.660183052
Tabriz,ASIA,C,0.479671851,0.556707599
Tabuk,ASIA,C,0.848272162,0.822628651
Tacheng,ASIA,A,0.983337674,0.970080386
Tacloban,MALAY ARCHIPELAGO,E,0.973267257,0.973564251
Tacna,SOUTH AMERICA,C,0.848272162,0.821791472
Tacoma,NORTH AMERICA,B,0.802774415,0.825764517
Tacuarembo,SOUTH AMERICA,B,0.770004814,0.72524679
Tadmur,ASIA,C,0.847849922,0.822586303
Taedong,ASIA,A,0.983337674,0.969990519
Taganrog,EUROPE,B,0.866816369,0.748388837
Tagum,MALAY ARCHIPELAGO,E,0.973267257,0.973644335
Tahoua,AFRICA,D,0.555454658,0.657479182
Taian,ASIA,A,0.908476279,0.619581619
Taichung,ASIA,D,0.653811845,0.66092859
Tailai,ASIA,A,0.983337674,0.970125437
Tainan,ASIA,E,0.973267257,0.927081493
Taipei,ASIA,E,0.973267257,0.971366776
Taiping,ASIA,E,0.973267257,0.973655791
Taitung,ASIA,E,0.973267257,0.973310905
Taiyuan,ASIA,A,0.866049302,0.770185727
Taizhou,ASIA,B,0.856390646,0.799990954
Taizz,ASIA,C,0.642606532,0.599615648
Tak,ASIA,D,0.558675509,0.702234984
Takamatsu,ASIA,B,0.866884457,0.832267569
Takaoka,ASIA,B,0.761189133,0.630959599
Takapuna,POLYNESIA,B,0.76663205,0.737518771
Takeo,ASIA,D,0.656673658,0.699515677
Talara,SOUTH AMERICA,C,0.642606532,0.697022193
Talas,ASIA,C,0.286940124,0.351810005
Talca,SOUTH AMERICA,C,0.848272162,0.769231856
Talcahuano,SOUTH AMERICA,B,0.802774415,0.758971217
Taldyqorghan,ASIA,C,0.291235614,0.372632686
Tall Afar,ASIA,C,0.848272162,0.822992762
Tallahassee,NORTH AMERICA,B,0.76663205,0.700804143
Tallinn,EUROPE,B,0.865983494,0.81532085
Taloyoak,NORTH AMERICA,A,0.983337674,0.9700363
Taltal,SOUTH AMERICA,C,0.847849922,0.816734747
Tamale,AFRICA,D,0.6566095,0.716448006
Tamanrasset,AFRICA,C,0.847576205,0.817773075
Tamazunchale,NORTH AMERICA,D,0.653811845,0.660099167
Tambacounda,AFRICA,D,0.555454658,0.658122002
Tambov,EUROPE,A,0.983337674,0.970114658
Tame,SOUTH AMERICA,E,0.973267257,0.96676448
Tampa,NORTH AMERICA,B,0.767789546,0.616484163
Tampere,EUROPE,A,0.983337674,0.968420271
Tampico,NORTH AMERICA,D,0.6566095,0.657820113
Tamuin,NORTH AMERICA,D,0.555454658,0.683538085
Tamworth,AUSTRALIA,C,0.848272162,0.819920199
Tan An,ASIA,D,0.656673658,0.699424795
Tan Tan,AFRICA,C,0.847576205,0.812615356
Tandil,SOUTH AMERICA,B,0.802774415,0.776877012
Tanga,AFRICA,D,0.656673658,0.703591775
Tangail,ASIA,D,0.654549661,0.685133645
Tangier,AFRICA,C,0.848272162,0.732075371
Tangshan,ASIA,A,0.983337674,0.94457191
Tanjungkarang-Telubketung,MALAY ARCHIPELAGO,E,0.973267257,0.973530271
Tanjungpandan,MALAY ARCHIPELAGO,E,0.973267257,0.973754355
Tanjungpinang,MALAY ARCHIPELAGO,E,0.973267257,0.973752337
Tanta,AFRICA,C,0.848272162,0.823314999
Taonan,ASIA,A,0.983337674,0.970108253
Tapachula,NORTH AMERICA,D,0.653811845,0.64074884
Tara,ASIA,A,0.983337674,0.970161884
Tarabuco,SOUTH AMERICA,C,0.845722395,0.79315442
Tarakan,MALAY ARCHIPELAGO,E,0.973267257,0.973737707
Taranto,EUROPE,B,0.802774415,0.738551041
Tarapoto,SOUTH AMERICA,D,0.441640345,0.424505139
Tarawa,MICRONESIA,E,0.973267257,0.973633141
Taraz,ASIA,C,0.291235614,0.521394206
Tarbes,EUROPE,B,0.856390646,0.835984279
Taree,AUSTRALIA,B,0.802774415,0.708601852
Tarija,SOUTH AMERICA,C,0.838804821,0.763046644
Tarlac,MALAY ARCHIPELAGO,D,0.653811845,0.676751459
Tarma,SOUTH AMERICA,C,0.847576205,0.804925022
Tarnow,EUROPE,B,0.863401651,0.733937439
Tarragona,EUROPE,B,0.802774415,0.739799016
Tarsus,ASIA,C,0.848272162,0.687674567
Tartagal,SOUTH AMERICA,D,0.555454658,0.687663846
Tartu,EUROPE,B,0.866816369,0.812541429
Tartus,ASIA,C,0.847576205,0.810919951
Tarutung,MALAY ARCHIPELAGO,E,0.973267257,0.973610063
Tash Komur,ASIA,C,0.848272162,0.700023092
Tashkent,ASIA,C,0.848272162,0.758341399
Tashtagol,ASIA,A,0.983337674,0.970133108
Tasikmalaya,MALAY ARCHIPELAGO,E,0.973267257,0.973584769
Tatarsk,ASIA,A,0.983337674,0.969938559
Tatui,SOUTH AMERICA,D,0.656673658,0.725724809
Tatvan,ASIA,C,0.291235614,0.423050417
Taubate,SOUTH AMERICA,D,0.656673658,0.725992149
Taungoo,ASIA,D,0.656673658,0.695154217
Taupo,POLYNESIA,B,0.868270289,0.815101492
Tauranga,POLYNESIA,B,0.76663205,0.709428614
Tavda,ASIA,A,0.983337674,0.970161508
Tawau,MALAY ARCHIPELAGO,E,0.973267257,0.973562469
Tayshet,ASIA,A,0.983337674,0.970132879
Tayynsha,ASIA,A,0.983337674,0.970062004
Taza,AFRICA,C,0.848272162,0.821177838
Tbilisi,ASIA,B,0.802774415,0.72639558
Tebessa,AFRICA,C,0.848272162,0.720859167
Tebingtinggi,MALAY ARCHIPELAGO,E,0.973267257,0.973675681
Tecoman,NORTH AMERICA,D,0.555454658,0.672206351
Tecuala,NORTH AMERICA,D,0.656673658,0.724187448
Tefe,SOUTH AMERICA,E,0.973267257,0.973776379
Tegal,MALAY ARCHIPELAGO,E,0.973267257,0.973602033
Tegucigalpa,NORTH AMERICA,D,0.555454658,0.663535413
Tehran,ASIA,C,0.290070762,0.467154766
Tehuacan,NORTH AMERICA,C,0.846419907,0.800516504
Tehuantepec,NORTH AMERICA,D,0.555454658,0.667475738
Tejen,ASIA,C,0.848272162,0.820272464
Tekax,NORTH AMERICA,D,0.555454658,0.675701154
Tekirdag,EUROPE,B,0.802774415,0.774868877
Tel Aviv-Yafo,ASIA,C,0.848272162,0.738523294
Telemaco Borba,SOUTH AMERICA,B,0.76663205,0.633384746
Teller,NORTH AMERICA,A,0.983337674,0.97024022
Teluk Intan,ASIA,E,0.973267257,0.973542363
Tema,AFRICA,D,0.656673658,0.723962576
Temirtau,ASIA,A,0.983337674,0.970150281
Temple,NORTH AMERICA,B,0.802774415,0.695017132
Temuco,SOUTH AMERICA,B,0.802774415,0.778572943
Tena,SOUTH AMERICA,E,0.973267257,0.973580861
Tengchong,ASIA,D,0.656673658,0.66278867
Tenkodogo,AFRICA,D,0.555454658,0.68318071
Tennant Creek,AUSTRALIA,D,0.555454658,0.647822272
Tenosique,NORTH AMERICA,E,0.973267257,0.972148346
Teofilo Otoni,SOUTH AMERICA,D,0.555454658,0.684946705
Tepic,NORTH AMERICA,D,0.656673658,0.719963597
Teresina,SOUTH AMERICA,D,0.654549661,0.669070875
Termiz,ASIA,C,0.848272162,0.821793717
Ternate,MELANESIA,E,0.973267257,0.973642063
Ternopil,EUROPE,A,0.983337674,0.866046141
Terrace,NORTH AMERICA,B,0.866816369,0.817614172
Terre Haute,NORTH AMERICA,B,0.868270289,0.842861368
Tessenei,AFRICA,D,0.555454658,0.656718709
Tete,AFRICA,D,0.555454658,0.658700415
Tetovo,EUROPE,B,0.868270289,0.843468246
Texarkana,NORTH AMERICA,B,0.802774415,0.795889925
Texas City,NORTH AMERICA,B,0.787756534,0.747031825
Teziutlan,NORTH AMERICA,C,0.847849922,0.731968037
Tezpur,ASIA,D,0.653811845,0.649198051
Thai Nguyen,ASIA,D,0.653811845,0.658172784
Thanh Hoa,ASIA,D,0.653811845,0.662260943
Thanjavur,ASIA,D,0.656673658,0.721949835
The Hague,EUROPE,B,0.868270289,0.84310913
The Pas,NORTH AMERICA,A,0.983337674,0.969947216
Theodore,AUSTRALIA,C,0.642606532,0.618762114
Thermopolis,NORTH AMERICA,C,0.286940124,0.326389017
Thessalon,NORTH AMERICA,A,0.983337674,0.970093324
Thessaloniki,EUROPE,B,0.802774415,0.739424211
Thies,AFRICA,D,0.555454658,0.659228483
Thika,AFRICA,D,0.555454658,0.659178141
Thimphu,ASIA,C,0.289231726,0.466880321
Thohoyandou,AFRICA,D,0.555454658,0.660244918
Thompson,NORTH AMERICA,A,0.983337674,0.970114555
Thongwa,ASIA,D,0.651125848,0.614097157
Thorshavn,EUROPE,B,0.761189133,0.609800851
Three Springs,AUSTRALIA,C,0.847576205,0.80447333
Thunder Bay,NORTH AMERICA,A,0.983337674,0.97014849
Thung Song,ASIA,E,0.973267257,0.960374417
Tianjin,ASIA,F,0.961941176,0.841134423
Tianmen,ASIA,B,0.856390646,0.749639423
Tianshui,ASIA,A,0.925745116,0.821394317
Tiarat,AFRICA,C,0.848272162,0.817145135
Tibati,AFRICA,D,0.656673658,0.676776716
Ticul,NORTH AMERICA,D,0.555454658,0.67277468
Tidjikdja,AFRICA,C,0.642606532,0.603785659
Tidore,MELANESIA,E,0.973267257,0.973475653
Tieli,ASIA,A,0.983337674,0.970201307
Tieling,ASIA,A,0.983337674,0.970111152
Tijuana,NORTH AMERICA,C,0.848272162,0.749415554
Tikhoretsk,EUROPE,B,0.867910591,0.83840509
Tikhvin,EUROPE,A,0.983337674,0.970178925
Tikrit,ASIA,C,0.847576205,0.814400135
Tillaberi,AFRICA,D,0.555454658,0.659007514
Tillamook,NORTH AMERICA,B,0.761189133,0.479837965
Timaru,POLYNESIA,B,0.868270289,0.843504909
Timashevsk,EUROPE,B,0.867396836,0.842345984
Timbauba,SOUTH AMERICA,D,0.656673658,0.703545794
Timbedra,AFRICA,D,0.555454658,0.637273504
Timbuktu,AFRICA,C,0.642606532,0.555356373
Timika,MELANESIA,E,0.973267257,0.973692291
Timimoun,AFRICA,C,0.847576205,0.816341317
Timiryazevskiy,ASIA,A,0.983337674,0.970106296
Timisoara,EUROPE,B,0.868270289,0.843543112
Timmins,NORTH AMERICA,A,0.983337674,0.970074514
Timon,SOUTH AMERICA,D,0.656673658,0.674357866
Tindouf,AFRICA,C,0.847576205,0.810928187
Tingo Maria,SOUTH AMERICA,E,0.973267257,0.973606591
Tinogasta,SOUTH AMERICA,C,0.847576205,0.805734932
Tirana,EUROPE,B,0.802774415,0.766099019
Tiraspol,EUROPE,B,0.859363824,0.64271766
Tirgu Mures,EUROPE,B,0.144845254,0.57792089
Tiruchchirappalli,ASIA,D,0.656673658,0.724284585
Tirunelveli,ASIA,D,0.656673658,0.724088328
Tirupati,ASIA,D,0.55562739,0.69970654
Tiruppur,ASIA,D,0.555454658,0.658943353
Tiruvannamalai,ASIA,D,0.63179889,0.714678173
Titusville,NORTH AMERICA,B,0.05497249,0.350248757
Tizimin,NORTH AMERICA,D,0.656673658,0.722756031
Tiznit,AFRICA,C,0.847576205,0.804854691
Tlaxcala,NORTH AMERICA,C,0.847576205,0.812483749
Tlaxiaco,NORTH AMERICA,C,0.845722395,0.782573725
Tlimcen,AFRICA,C,0.848272162,0.820414521
Toamasina,AFRICA,E,0.973267257,0.973764996
Tobol,ASIA,A,0.983337674,0.970034969
Tobolsk,ASIA,A,0.983337674,0.970096658
Tocache,SOUTH AMERICA,E,0.973267257,0.973675698
Tocantinopolis,SOUTH AMERICA,D,0.656673658,0.725349548
Toconao,SOUTH AMERICA,C,0.847576205,0.817828224
Tocopilla,SOUTH AMERICA,C,0.848272162,0.805732274
Togiak,NORTH AMERICA,A,0.983337674,0.970129598
Toguchin,ASIA,A,0.983337674,0.9701214
Tokar,AFRICA,D,0.555454658,0.63616211
Tokmak,ASIA,C,0.291235614,0.53000432
Toktogul,ASIA,C,0.287748056,0.367006692
Tokushima,ASIA,B,0.850786107,0.763105465
Tokyo,ASIA,B,0.856982118,0.828455012
Tolanaro,AFRICA,D,0.656673658,0.723754269
Toledo1,NORTH AMERICA,B,0.867910591,0.841995062
Toledo2,EUROPE,C,0.848272162,0.764585273
Toliara,AFRICA,D,0.555454658,0.661017287
Tolu,SOUTH AMERICA,D,0.656673658,0.695899034
Toluca,NORTH AMERICA,C,0.847849922,0.813803064
Tolyatti,EUROPE,A,0.983337674,0.970163569
Tom Price,AUSTRALIA,C,0.642606532,0.640784068
Tomah,NORTH AMERICA,A,0.983337674,0.970169373
Tomakomai,ASIA,B,0.863401651,0.75476324
Tombstone,NORTH AMERICA,C,0.847011664,0.803708676
Tomsk,ASIA,A,0.983337674,0.970193201
Tonantins,SOUTH AMERICA,E,0.973267257,0.973667966
Tongchuan,ASIA,A,0.983337674,0.92170197
Tonghua,ASIA,A,0.983337674,0.97026765
Tongliao,ASIA,A,0.983337674,0.970102013
Tongling,ASIA,B,0.856390646,0.804759979
Tongren,ASIA,B,0.802774415,0.766256993
Tonk,ASIA,D,0.555454658,0.657999979
Tonopah,NORTH AMERICA,C,0.289231726,0.420123559
Toowoomba,AUSTRALIA,B,0.802774415,0.719765029
Topeka,NORTH AMERICA,B,0.864244842,0.836346017
Topki,ASIA,A,0.983337674,0.970150508
Torbat-e Jam,ASIA,C,0.848272162,0.821994147
Toronto,NORTH AMERICA,B,0.867396836,0.841841055
Tororo,AFRICA,D,0.656673658,0.679775308
Torreon,NORTH AMERICA,C,0.847576205,0.819835459
Torzhok,EUROPE,A,0.983337674,0.970068617
Totness,SOUTH AMERICA,E,0.973267257,0.973660342
Tottori,ASIA,B,0.761189133,0.649574114
Touggourt,AFRICA,C,0.847849922,0.822301097
Toulon,EUROPE,B,0.802774415,0.750789101
Toulouse,EUROPE,B,0.802774415,0.81338224
Tournavista,SOUTH AMERICA,E,0.973267257,0.973658857
Tours,EUROPE,B,0.863440165,0.837999263
Townsville,AUSTRALIA,D,0.656673658,0.690214898
Toyama,ASIA,B,0.761189133,0.648095357
Tozeur,AFRICA,C,0.847576205,0.821218567
Trablous,ASIA,C,0.847576205,0.817112093
Trabzon,ASIA,B,0.868059835,0.842529886
Tralee,EUROPE,B,0.764647868,0.667665204
Trancas,SOUTH AMERICA,C,0.845722395,0.77695186
Trang,ASIA,E,0.973267257,0.97161737
Tranqueras,SOUTH AMERICA,B,0.766040578,0.664941789
Traralgon,AUSTRALIA,B,0.802774415,0.755291169
Traverse City,NORTH AMERICA,A,0.983337674,0.789477836
Treinta y Tres,SOUTH AMERICA,B,0.76663205,0.698361393
Trelew,SOUTH AMERICA,C,0.290070762,0.449838975
Trento,EUROPE,B,0.868270289,0.842330094
Trenton,NORTH AMERICA,B,0.868270289,0.843234786
Trepassey,NORTH AMERICA,B,0.865983494,0.810676744
Tres Arroyos,SOUTH AMERICA,B,0.802774415,0.773570226
Tres Lagoas,SOUTH AMERICA,D,0.656673658,0.725134246
Treviso,EUROPE,B,0.868270289,0.843457012
Trieste,EUROPE,B,0.868270289,0.843040225
Trindade,SOUTH AMERICA,D,0.656673658,0.724348761
Trinidad1,NORTH AMERICA,C,0.287748056,0.365531428
Trinidad2,SOUTH AMERICA,D,0.653811845,0.642670621
Tripoli1,AFRICA,C,0.290070762,0.522153074
Tripoli2,EUROPE,C,0.290070762,0.485589872
Trivandrum,ASIA,E,0.973267257,0.967760321
Trnava,EUROPE,B,0.867910591,0.841965138
Trois Rivieres,NORTH AMERICA,A,0.983337674,0.970091568
Troitsk,ASIA,A,0.983337674,0.970022347
Trollhattan,EUROPE,B,0.866816369,0.815958961
Tromso,EUROPE,B,0.863401651,0.808708202
Trondheim,EUROPE,B,0.866816369,0.822301768
Trout River,NORTH AMERICA,A,0.245935814,0.640846394
Troyes,EUROPE,B,0.868270289,0.843596253
Trujillo1,SOUTH AMERICA,D,0.656673658,0.719023909
Trujillo2,NORTH AMERICA,E,0.973267257,0.973536532
Trujillo3,SOUTH AMERICA,C,0.847576205,0.802399279
Truth or Consequences,NORTH AMERICA,C,0.847576205,0.81712961
Tsavo,AFRICA,D,0.656673658,0.72453176
Tsetserleg,ASIA,A,0.983337674,0.967050735
Tshabong,AFRICA,C,0.845722395,0.791726266
Tshela,AFRICA,D,0.656673658,0.726323573
Tshikapa,AFRICA,D,0.656673658,0.726794201
Tskhinvali,ASIA,B,0.868270289,0.842740961
Tsu,ASIA,B,0.825594223,0.786102831
Tsumeb,AFRICA,C,0.817122862,0.748453919
Tsuruoka,ASIA,B,0.868270289,0.818997463
Tuapse,ASIA,B,0.868270289,0.832611403
Tuban,MALAY ARCHIPELAGO,D,0.653811845,0.650742559
Tubarao,SOUTH AMERICA,B,0.049790234,0.147543847
Tubruq,AFRICA,C,0.848272162,0.770603527
Tucano,SOUTH AMERICA,D,0.555454658,0.659950826
Tucson,NORTH AMERICA,C,0.847849922,0.822604487
Tucumcari,NORTH AMERICA,C,0.847849922,0.819266203
Tucupita,SOUTH AMERICA,D,0.439671191,0.37654512
Tucurui,SOUTH AMERICA,E,0.973267257,0.971923569
Tukuyu,AFRICA,D,0.656673658,0.724852679
Tula1,EUROPE,A,0.983337674,0.970141184
Tula2,NORTH AMERICA,C,0.845722395,0.766168568
Tulare,NORTH AMERICA,C,0.848272162,0.822327295
Tulcea,EUROPE,B,0.867910591,0.834985178
Tulsa,NORTH AMERICA,B,0.802774415,0.787477011
Tulua,SOUTH AMERICA,E,0.973267257,0.968191818
Tulun,ASIA,A,0.983337674,0.97020468
Tumbes,SOUTH AMERICA,D,0.555454658,0.658593357
Tumen,ASIA,A,0.983337674,0.970009898
Tumkur,ASIA,D,0.555454658,0.659033016
Tumut,AUSTRALIA,C,0.290070762,0.464680915
Tunduma,AFRICA,D,0.555454658,0.659173753
Tunduru,AFRICA,D,0.656673658,0.725914697
Tungkang,ASIA,E,0.973267257,0.937171808
Tunis,AFRICA,C,0.844733281,0.615682461
Tunja,SOUTH AMERICA,C,0.847849922,0.651300888
Tununak,NORTH AMERICA,A,0.983337674,0.970150713
Tunuyan,SOUTH AMERICA,C,0.847849922,0.819694241
Tupa,SOUTH AMERICA,D,0.656673658,0.724089431
Tupelo,NORTH AMERICA,B,0.802774415,0.773557241
Tupiza,SOUTH AMERICA,C,0.846419907,0.800325106
Tuquerres,SOUTH AMERICA,B,0.799160935,0.544383531
Turbat,ASIA,C,0.845722395,0.792216316
Turbo,SOUTH AMERICA,E,0.973267257,0.973708044
Turin,EUROPE,B,0.856390646,0.837553454
Turkistan,ASIA,C,0.848272162,0.669527103
Turkmenabat,ASIA,C,0.848272162,0.815132857
Turkmenbasy,ASIA,C,0.775104977,0.625511197
Turku,EUROPE,B,0.865983494,0.811093709
Turnovo,EUROPE,B,0.868270289,0.843536977
Turpan,ASIA,C,0.289231726,0.484260132
Tuscaloosa,NORTH AMERICA,B,0.802774415,0.778825784
Tuticorin,ASIA,D,0.616385564,0.708647973
Tuxpam,NORTH AMERICA,D,0.656673658,0.716245687
Tuxpan,NORTH AMERICA,D,0.656673658,0.724353152
Tuxtla Gutierrez,NORTH AMERICA,D,0.555454658,0.66103263
