City,Region,Area,Brightness,Elevation,Human Modification,2000 Population,2021 Population,Population Change,Crop Land,Grazing Land,Road Density,BIO1 Annual Mean Temp,BIO2 Mean Diurnal Range,BIO3 Isothermality,BIO4 Temp Seasonality,BIO5 Max Temp Warmest Month,BIO6 Min Temp Coldest Month,BIO7 Temperature Range,BIO8 Mean Temp Wettest Quarter,BIO9 Mean Temp Driest Quarter,BIO10 Mean Temp Warmest Quarter,BIO11 Mean Temp Coldest Quarter,BIO12 Annual Precipitation,BIO13 Precipitation Wettest Month,BIO14 Precipitation Driest Month,BIO15 Precipitation Seasonality,BIO16 Precipitation Wettest Quarter,BIO17 Precipitation Driest Quarter,BIO18 Precipitation Warmest Quarter,BIO19 Precipitation Coldest Quarter
San Miguel,NORTH AMERICA,-0.120000646,-0.499257384,-0.35178512,0.622787127,-0.123222308,-0.136828878,-0.155108551,2.559194468,0.443396042,-0.159800718,1.13569601,0.313225803,1.562116561,-1.206517279,0.72137858,1.197875137,-1.046245724,0.828843885,0.946950432,0.763362195,1.229450092,1.202344874,1.771596072,-0.80823319,1.069153098,1.605595582,-0.835656538,-0.168362812,0.649729091
San Miguel de Tucuman,SOUTH AMERICA,-0.088008505,1.739662019,1.907001636,0.893207121,-0.020749893,-0.00077484,0.062654792,0.272884675,-0.557931926,-0.451169997,0.419030925,0.547634343,0.136248946,-0.284425536,0.259389763,0.267484687,-0.185446172,0.752766714,0.031022649,0.361546475,0.36200192,-0.065491674,0.308975147,-0.517531442,0.701279636,0.21976463,-0.5530759,1.066918652,-0.630196747
San Nicolas,SOUTH AMERICA,-0.116046494,0.868306654,-0.712940834,0.718102151,-0.158958099,-0.142816837,-0.06575671,0.602112781,-0.757624714,-0.393531497,0.117394807,0.588631288,0.038930382,-0.208865984,0.277888967,0.184217,-0.079076255,0.129264135,-0.160586216,0.043980707,0.167911658,-0.077880065,-0.366789985,0.251962184,-0.753827047,-0.397570806,0.182898409,-0.009303938,-0.307750161
San Pablo,MALAY ARCHIPELAGO,-0.121323403,-0.621782871,-0.510096678,-0.306525013,-0.125800184,-0.122164364,-0.088474483,0.876756564,-0.146426159,-0.315196993,1.193053079,-1.275317349,1.086234199,-1.193040888,0.438950297,1.393530288,-1.413298584,0.962386199,0.999672302,0.838836856,1.245534214,1.583451755,0.939859233,0.15993718,-0.072215619,1.163411949,0.217096737,0.692633659,0.355503026
San Pedro Sula,NORTH AMERICA,-0.110722816,0.624954539,-0.200455528,1.328510736,-0.037376016,-0.006012255,0.094451865,0.370981282,-0.112161032,0.906656285,1.114704813,-0.151324414,1.249965513,-1.068271818,0.644206591,1.199098073,-1.085496649,0.887181314,0.931233775,0.764039637,1.140749632,0.716171069,0.279229526,0.35685541,-0.385226991,0.325835915,0.431086293,0.178309684,0.351189154
San Pedro de Macoris,SOUTH AMERICA,-0.123349583,0.295672754,-0.700722332,0.55903116,-0.135191674,-0.130395581,-0.091535703,0.301587008,-0.25032302,-0.19169227,1.176418131,0.086763686,1.603403241,-1.147135419,0.577489592,1.208011495,-1.128610417,1.09671674,0.886659267,0.824857404,1.216950866,0.185986887,-0.040095514,0.194038464,-0.310542664,0.02986068,0.077986059,0.316858366,-0.292212509
San Pedro de las Colonias,NORTH AMERICA,-0.127673029,-0.333485325,1.350718279,-0.309338972,-0.15502104,-0.156032973,-0.130922642,-0.411583917,2.577691356,-0.127871739,0.581360173,2.659582091,0.475898199,-0.118546484,1.076675289,0.074956779,0.440085,0.946402509,0.434874394,0.721551422,0.399762744,-1.157423528,-1.029054877,-0.80183633,0.201748797,-1.053323358,-0.809974841,-0.895471213,-0.691436187
San Pedro1,SOUTH AMERICA,-0.126276891,-0.274676207,0.572291252,-0.179603432,-0.164526803,-0.155668831,-0.099352747,-0.091874032,-0.795369834,-0.520758092,0.480434908,0.475832101,0.158874736,-0.386342983,0.231692076,0.301446534,-0.238707274,0.660576868,0.24707412,0.330596374,0.441755774,-0.531936111,-0.25123227,-0.739097896,1.02728226,-0.196417387,-0.784973508,0.382593289,-0.723923619
San Pedro2,SOUTH AMERICA,-0.129690139,-0.126695219,-0.675730166,0.3580897,-0.165261067,-0.164675697,-0.132936004,-0.521304084,1.39095253,-0.644465628,0.87992488,0.393188692,0.464816011,-0.576870339,0.690803813,0.718343486,-0.500867642,1.079508358,0.524092327,0.840788842,0.811246615,0.641788187,0.257196483,0.299337425,-0.564884106,0.22536886,0.661584873,1.001125395,-0.040371407
San Rafael1,SOUTH AMERICA,-0.121593884,0.28456816,0.856500375,-0.691557928,-0.151904062,-0.151239651,-0.121687867,-0.118895913,-0.362419925,-0.32262354,-0.235795096,1.682478119,0.076229819,0.037409904,0.098737937,-0.315190344,0.416710912,0.299905706,-0.487574661,-0.318834335,-0.164321987,-1.004031125,-1.029751007,-0.520102284,-0.734511899,-1.016790051,-0.532468767,-0.805665104,-0.621203219
San Rafael2,SOUTH AMERICA,-0.130603631,-0.750481654,-0.236853254,-1.234232548,-0.165743704,-0.165346111,-0.134079702,-0.650446895,-0.423475548,-0.584286876,1.052221876,0.234178209,0.874965026,-0.960780732,0.619028303,0.939395181,-0.794357492,0.997423364,0.719730137,0.731135774,1.039238726,0.439661871,0.324041344,-0.098181731,-0.016906925,0.488989568,0.079293878,0.643071871,-0.243885432
San Ramon,SOUTH AMERICA,-0.129944396,-0.714905079,5.254671239,-1.435451985,-0.165153291,-0.163515428,-0.128651574,-0.935549696,-0.816627279,-0.518131117,0.535941326,0.366552608,1.842582193,-1.272595904,-0.421625855,0.781641075,-1.120034538,0.253803565,0.502144814,-0.344725966,0.841273512,1.101821742,0.549930876,1.149205966,-0.52231576,0.739630649,0.952045323,1.356461246,0.029267611
San Ramon de la Nueva Oran,SOUTH AMERICA,-0.127740434,0.262969634,0.555813225,-0.377073618,-0.161470995,-0.151158275,-0.09105153,-0.761158198,-0.304109037,-0.576956103,0.723867588,0.702820761,0.282037444,-0.393990302,0.628386051,0.46436304,-0.234666426,0.94624893,0.266751243,0.705667758,0.602104008,0.220344097,0.322696764,-0.736090825,0.736792356,0.506569255,-0.629883273,1.506801451,-0.663887418
San Salvador,NORTH AMERICA,-0.054077244,-0.27521567,-0.354685946,0.585487258,0.276696205,0.17041919,-0.197236531,0.412872852,0.043533376,-0.197929715,0.811958815,0.137626572,1.486865444,-1.230404529,0.170228446,0.990611802,-1.074163211,0.525669039,0.6973065,0.206761757,1.023391007,1.340833013,1.666516559,-0.758419046,1.018332999,1.79117579,-0.768155851,-0.119420386,-0.57697732
San Salvador de Jujuy,SOUTH AMERICA,-0.117840156,0.104443645,3.006614361,-0.188507567,-0.125594716,-0.116643825,-0.067115517,-0.766778697,-0.733166257,-0.526527338,0.085472385,0.702318049,0.295642115,-0.45121707,-0.403631772,0.04088361,-0.245594283,0.258197948,0.01575119,-0.375557695,0.212328809,-0.227033341,0.164680921,-0.64980137,1.117615872,0.212898118,-0.71305355,1.06100729,-0.680009236
San SebastiÌÁn,EUROPE,-0.090231955,0.719631265,-0.528669693,0.36287585,-0.05989798,-0.098767024,-0.203995778,-0.954388407,-0.513592641,0.828216124,-0.299763679,-1.285910136,-0.359581048,-0.382964853,-1.113656361,0.160019411,-0.732793647,-1.035548132,0.425583654,-0.756687698,-0.005660991,0.510343332,-0.12185425,1.430703147,-1.176398321,-0.077566592,1.418650217,-0.063275575,0.705962773
San-Pedro,AFRICA,-0.125358999,-0.522864693,-0.778209347,1.173262568,-0.159401973,-0.123747359,0.011678239,0.899469755,0.599442118,-0.112035725,1.151745128,-1.593270512,1.27843319,-1.195512754,0.242219376,1.44423874,-1.568972041,0.999544529,1.007479609,0.747299097,1.213930717,1.08645111,1.840965478,0.234831274,0.271652107,1.174750936,0.697328272,0.006197004,0.607709348
Sanaa,ASIA,-0.097999309,-0.012991346,2.594701345,0.845498484,0.144097484,0.00951338,-0.418629748,-0.444639154,-0.116086896,2.274158034,0.351346532,1.174967677,0.656114926,-0.653906784,0.019012781,0.273541418,-0.310332119,0.085004926,0.216880953,-0.065392462,0.481294931,-1.064631216,-0.907039968,-0.713961939,0.540385438,-0.992489782,-0.752771352,-0.831830017,-0.692194343
Sanandaj,ASIA,-0.119910267,-0.067790511,2.220968425,0.683386348,-0.091353892,-0.096378999,-0.094809902,-0.311662527,0.734228013,-0.623486195,-0.48842653,1.62671981,-0.546503979,0.939375253,0.954339881,-0.714662026,1.302847538,-2.517343216,0.796752635,0.169916268,-0.66673261,-0.704419736,-0.564115222,-0.83382063,0.539466079,-0.608248726,-0.898954994,-1.283165912,0.067241614
Sancti Spiritus,NORTH AMERICA,-0.126709187,-0.324509845,-0.737860943,0.177163575,-0.159547615,-0.148781112,-0.087668002,1.342997643,0.505396747,0.225629473,1.081905166,-0.50759836,0.827525328,-0.930437766,0.495594186,1.104744904,-1.048073733,1.102319959,0.717211732,0.854079276,1.059790304,0.753482595,0.567410423,-0.028882415,0.203001476,0.620445593,0.078494655,1.521927948,-0.353496845
Sand Point,NORTH AMERICA,-0.13036994,-0.748651363,-0.629235665,-3.033008743,-0.165786277,-0.165567623,-0.134827969,-1.061753604,-0.816627279,-0.460557728,-1.442076285,-2.414165709,-1.007801235,-0.318211688,-2.952739931,-0.435843969,-0.937821427,-1.982444972,-0.950817906,-2.479932789,-0.749584957,-0.319743452,-0.559348073,0.317614168,-0.891492026,-0.51044174,0.290288733,-0.258176705,-0.180850114
Sandakan,MALAY ARCHIPELAGO,-0.1209045,-0.193469359,-0.729160112,-0.36304771,-0.131771983,-0.097309209,0.029542218,0.246460816,-0.816627279,-0.536456585,1.261438379,-1.235745087,2.024189651,-1.319922995,0.353438135,1.526679922,-1.610801611,0.987553074,1.070786713,0.816035888,1.342568524,2.317615024,1.367127255,2.735836977,-0.89761936,1.434440595,2.878041575,0.754017563,2.814739737
Sandnes,EUROPE,-0.109626097,1.517739716,-0.75493835,0.676929452,-0.155070653,-0.154417868,-0.124326145,-0.647692384,-0.735533711,1.225707422,-1.038440383,-1.733209553,-0.790253815,-0.152181849,-2.11131213,-0.347648007,-0.628501678,-1.56308037,-0.285286035,-1.758341067,-0.580597672,0.422384855,-0.046017934,0.942742794,-0.834465973,0.060766342,0.907043759,0.022404721,0.583321663
Sanford,NORTH AMERICA,-0.05032478,1.111790713,-0.747154603,0.724054738,-0.107312535,-0.103973902,-0.074526801,-0.580122468,-0.795465119,1.540221058,0.648459573,0.404949767,0.104300591,-0.267783749,0.587262004,0.440091671,-0.226458652,1.084408934,0.271386067,0.749225575,0.517179,0.398540416,0.126955347,0.715665455,-0.336165611,0.293524466,0.650397182,1.177428806,0.011378097
Sangli,ASIA,-0.002880956,-0.628413444,0.227774194,0.652333148,0.053263442,0.150813526,0.432522163,1.290376051,-0.793562591,-0.423225711,1.043888283,0.601872589,0.408233502,-0.83893623,1.309358201,0.868996126,-0.373762302,0.678071257,0.857955416,1.014269861,1.048910222,-0.449583995,-0.118972334,-0.86580493,0.791338183,-0.257731744,-0.847463616,-0.823910981,-0.628544737
Sangolqui,SOUTH AMERICA,-0.109741044,-0.139036503,4.234949597,0.701931731,-0.149702055,-0.122317101,-0.013352677,0.369276696,1.641455175,1.20192157,-0.241479194,0.606355815,2.339096597,-1.394891317,-1.571743926,0.360836919,-1.191969294,-0.72101691,0.075173192,-1.681995476,0.394986739,0.275719041,-0.018719441,-0.172764874,-0.484444728,0.023705825,0.11062435,-0.159960984,0.567507069
Sanliurfa,ASIA,-0.114918974,0.448214706,0.350887617,0.760351944,-0.093913394,-0.067505815,0.028414848,-0.200140853,-0.088919127,1.307758664,0.185103459,0.6797311,-0.705141576,0.932262128,1.638713634,-0.148205482,0.976317998,-1.829026504,1.224336142,1.231940645,-0.205681029,-0.769520322,-0.683670059,-0.83382063,0.522752224,-0.647651665,-0.880511388,-1.269177493,0.143593204
Sanming,ASIA,-0.130763161,-0.44369445,0.009092193,0.343885342,-0.165663937,-0.165461675,-0.134793182,-0.964223236,-0.280045457,-0.504542367,0.348451051,-0.715673809,-0.739113812,0.204666663,0.571238432,0.200313318,0.045884212,0.42932735,0.196762045,0.715194248,0.134381032,0.849428966,0.83229279,0.349598468,0.006953345,0.955808581,0.482102237,1.128176646,0.004053484
Santa Ana,NORTH AMERICA,-0.118626266,-0.586930156,0.158388471,0.513814676,-0.106452111,-0.127300461,-0.170254206,1.361318702,0.505452453,0.389464175,0.830456861,0.241819617,1.475314654,-1.210634615,0.233956993,0.98670684,-1.038366775,0.558065137,0.697904688,0.252313919,1.025354157,0.986607795,1.215553502,-0.753202669,1.006691654,1.382799695,-0.797267561,-0.205047113,-0.632804706
Santa Barbara1,NORTH AMERICA,-0.13002839,-0.695848685,2.308337075,-0.832323052,-0.164785151,-0.164538588,-0.13389725,-0.831163001,1.697040144,-0.235985745,-0.157847096,2.432281705,0.46576096,-0.273511437,0.028651778,-0.291391831,0.354551851,-0.036012375,-0.047005782,-0.543887209,0.00330709,-0.660473699,-0.240682484,-0.76985203,1.553268978,-0.165810255,-0.774276216,0.234061963,-0.664120882
Santa Barbara2,NORTH AMERICA,-0.09699656,0.02237413,0.237930756,0.599947626,-0.126641103,-0.128731744,-0.111993767,-0.978633145,-0.393427396,1.380780818,-0.106251722,0.646620037,0.591633822,-0.627952129,-0.549429618,0.177976645,-0.47725129,-1.036204375,0.435314691,-0.670858521,0.214575162,-0.749701101,-0.475299994,-0.860754777,1.153552493,-0.437264805,-0.893402498,-1.26196979,0.323039223
Santa Barbara3,SOUTH AMERICA,-0.129911381,-0.640304704,-0.401677744,-0.193852639,-0.165700011,-0.164759744,-0.131880338,-0.562256774,-0.348459071,-0.563617671,-0.496575357,0.672046155,0.317306028,-0.380631112,-0.600574255,-0.015726007,-0.275963516,-1.652752183,0.288797595,-1.057513961,-0.148450477,0.675129485,0.816157824,0.080930348,0.386058609,1.019722056,0.069703203,-0.745659445,2.105230736
Santa Clara,NORTH AMERICA,-0.119609999,-0.183299616,-0.684316515,0.199399201,-0.122490509,-0.130210393,-0.13103978,0.479677471,0.636898812,0.249543887,0.970587685,-0.330994744,0.907893145,-0.930653979,0.356252505,1.019066574,-1.016244344,0.967824226,0.651429098,0.672899169,0.992952455,0.67224367,0.44240645,0.089726031,0.031630327,0.447281326,0.1044694,1.264240807,-0.342115468
Santa Cruz Cabralia,SOUTH AMERICA,-0.130775118,-0.45876895,-0.553527138,-0.536636145,-0.165606576,-0.165462031,-0.134976344,-0.268917082,-0.197913428,-0.449472167,0.917767228,-1.259916023,0.913516926,-1.049798153,0.000152813,1.160994596,-1.356619915,0.421226105,0.948847653,0.500896739,1.014608636,0.986017998,0.307906378,1.469048966,-0.917912997,0.457659433,1.700117989,0.02480108,1.365616343
Santa Cruz de Tenerife,AFRICA,-0.113436909,0.949293473,-0.526425679,-0.281446143,-0.07786312,-0.09496481,-0.131915834,-0.772606287,-0.438398566,2.388374031,0.257862101,-1.214946552,0.13189757,-0.738767365,-0.450908199,0.682737805,-1.018811102,-0.423823956,0.609992237,-0.188943499,0.496176256,-0.958085531,-0.809525879,-0.83620244,0.576398137,-0.821076697,-0.886813608,-1.253026015,-0.19408306
Santa Cruz do Sul,SOUTH AMERICA,-0.118688103,0.255475493,-0.329784939,0.293097203,-0.151369666,-0.147582915,-0.10880192,-0.163479748,-0.084169521,-0.550127948,0.395317556,-0.439428242,0.129642063,-0.471976881,-0.01636472,0.547945749,-0.648329259,0.628989414,0.124545889,0.167893726,0.457617548,0.553729701,0.01238826,1.403604167,-0.937903546,0.108015126,1.225010694,0.840991692,0.148873085
Santa Cruz1,SOUTH AMERICA,-0.128710368,0.462481609,-0.026195874,0.296530637,-0.160289721,-0.165079548,-0.150297352,-0.666995123,-0.74730347,3.261136959,0.921413072,-0.329174328,0.784016608,-0.862211053,0.29017483,0.945163716,-0.9622687,0.956509108,0.683022468,0.574319282,0.919991697,0.439547667,0.264466083,0.622695183,-0.413209207,0.290886714,0.541121776,1.179028504,0.039611868
Santa Cruz2,SOUTH AMERICA,-0.130451546,-0.307701273,-0.091575747,-0.150499021,-0.163926531,-0.161331821,-0.123832567,-0.676989096,0.98699028,-0.596087633,0.982144917,-0.472880921,1.494279645,-1.141627385,0.250338438,1.189210719,-1.266976708,0.774363137,0.87472757,0.494977417,1.077447764,-0.630780431,-0.200345068,-0.76985203,0.914048976,-0.350658052,-0.764685541,-0.845533957,-0.294313686
Santa Fe1,NORTH AMERICA,-0.109381735,-0.321771168,2.67635356,-0.59401456,-0.147646366,-0.149754057,-0.129255015,-0.948364794,1.59795499,0.810795877,-0.732909756,2.429245951,-0.190192982,0.628742676,0.174289963,-0.913701907,1.15313691,0.051761106,-0.625139955,-0.513937147,-0.69824959,-0.874015471,-0.747425989,-0.380062057,-0.081300119,-0.762693248,-0.429370439,-0.49959567,-0.541074371
Santa Fe2,SOUTH AMERICA,-0.10902703,3.64595798,-0.736832499,0.582694303,-0.093213861,-0.089803962,-0.062702589,-0.325908753,-0.728554278,-0.411626305,0.262655978,0.159746441,-0.038465981,-0.244870034,0.249742113,0.29485817,-0.222162041,0.628076172,-0.05171096,0.231333779,0.278533375,0.06991557,-0.146491079,0.147031235,-0.338786879,-0.12626283,0.062552261,0.344574738,-0.360482338
Santa Ines,SOUTH AMERICA,-0.124054239,-0.174313586,-0.737178043,-0.426383411,-0.165118113,-0.151989481,-0.082809948,0.040511297,0.359161782,-0.651055661,1.234256241,-0.293220113,1.687811424,-1.282825118,0.647824951,1.356006552,-1.26708067,0.947642307,1.065875889,0.832519579,1.330201288,1.389210156,1.817101998,0.153123482,0.609293154,1.823802513,0.072671745,-0.22839553,3.458588998
Santa Lucia,SOUTH AMERICA,-0.128959868,-0.277600828,-0.732109519,0.094563297,-0.163825478,-0.162163205,-0.127467411,0.071065063,0.818645842,-0.137646103,0.039150701,-0.074706331,-0.075333603,-0.27413413,-0.08309995,0.229349226,-0.308736132,-0.317495438,-0.11913413,-0.154088043,0.150288547,0.216962363,-0.434302083,1.756907665,-1.52076927,-0.3851212,1.575439212,-0.027514141,0.306623008
Santa Maria da Vitoria,SOUTH AMERICA,-0.130440722,-0.172797048,0.284698745,0.023799498,-0.164408049,-0.164019707,-0.133023326,-0.239108192,1.460794171,-0.585717271,0.987495924,0.781170883,1.332798013,-1.157884299,0.621572234,0.955932691,-0.812435746,0.794904991,0.761998654,0.534436912,1.098901935,0.074434678,0.501525976,-0.83382063,1.078328876,0.548516825,-0.889364319,0.043824797,-0.743965618
Santa Maria1,NORTH AMERICA,-0.111574343,0.06176211,-0.642885472,0.984386029,-0.144077895,-0.141617927,-0.108123227,-0.4673644,0.095227539,1.081710156,-0.171729866,1.169804952,0.986465838,-0.788209217,-0.858301844,0.079044776,-0.513020959,-1.017325174,0.324317194,-0.990190239,0.205068853,-0.772818331,-0.541175443,-0.86580493,1.074987946,-0.497199106,-0.908545669,-1.264055724,0.287734074
Santa Maria2,SOUTH AMERICA,-0.107758725,-0.042850228,-0.358324254,0.262057864,-0.147442466,-0.124697155,-0.030001065,-0.545576343,0.296754917,-0.547003578,0.406878257,-0.113667546,0.179737924,-0.446379668,0.145153157,0.514602214,-0.530205646,-0.292404286,0.672161723,0.24675693,0.458029852,1.032754719,-0.086941177,3.253408854,-1.622994084,0.013230005,2.966788874,0.631665374,0.980229686
Santa Marta,SOUTH AMERICA,-0.123099152,1.835203239,-0.718330338,1.067041924,-0.091086133,-0.089269412,-0.067312877,-0.788364691,1.244670086,-0.356899755,1.317699934,-0.896448966,1.839259326,-1.307354825,0.430335208,1.446703925,-1.479657543,1.098399962,1.046943386,0.921267114,1.379039042,-0.155782913,0.18672248,-0.736506696,0.550409495,0.043568371,-0.73428106,-0.122733914,-0.557363196
Santa Rita,SOUTH AMERICA,-0.130279486,0.712700599,-0.741303282,0.333804661,-0.165166063,-0.163906458,-0.130170116,-0.926357978,-0.386924995,0.361561678,1.325274688,-0.965552908,1.547865177,-1.270699814,0.524902138,1.446559244,-1.433141397,1.162560937,1.019872616,0.948610967,1.36394833,-0.348694388,-0.176142618,-0.386040431,0.014859962,-0.297396822,-0.457783934,-0.265310599,-0.508633766
Santa Rosa de Copan,NORTH AMERICA,-0.12874421,-0.569415326,0.991554038,0.271958622,-0.162311914,-0.154274407,-0.100810944,0.476715439,-0.517617576,-0.603597206,0.58874164,-0.228941095,1.009911428,-1.061472577,-0.054207956,0.851068153,-1.021093591,0.356304847,0.5325225,-0.04975661,0.795091395,0.795981084,0.88069769,-0.194134631,0.359728496,0.770960784,-0.112519627,0.842820896,-0.000148871
Santa Rosa1,NORTH AMERICA,-0.088516885,0.12903037,-0.384091028,0.770051369,-0.121495658,-0.124430593,-0.11114824,-0.711074889,-0.254384649,1.553838013,-0.196588196,1.583779022,0.506865209,-0.349330595,-0.087681237,-0.006903937,-0.034904716,-1.417515344,0.485595283,-0.643197694,0.021941621,-0.162226517,0.160108495,-0.805460167,0.94749574,0.146703984,-0.832906896,-1.227601409,1.209073463
Santa Rosa2,SOUTH AMERICA,-0.119520309,1.077796623,-0.444022442,0.022899782,-0.153015204,-0.148366756,-0.106713305,0.000418316,-0.267428287,-0.465710979,-0.066160133,1.306197662,0.011340091,0.020992086,0.33654349,-0.118985022,0.303980715,0.373809777,-0.366403869,-0.031707188,-0.041207502,-0.411315368,-0.531544069,-0.227261228,-0.341246359,-0.491979339,-0.296112552,-0.079914289,-0.517638811
Santa Rosa3,SOUTH AMERICA,-0.122981134,-0.344662234,-0.323422672,-0.004028196,-0.161446572,-0.154742717,-0.105419812,0.44558894,0.057971852,-0.523894277,0.426094058,0.340552461,0.338780745,-0.468818051,0.184859273,0.452197109,-0.437821421,-0.316786695,0.210436882,0.261694843,0.473043187,1.256882748,0.170008698,3.354635021,-1.509358872,0.184941537,3.088981584,0.813179291,1.020632357
Santa Rosalia,NORTH AMERICA,-0.129471052,-0.451676416,-0.412915293,-1.107356986,-0.165710991,-0.164170172,-0.129494972,-1.061753604,2.501326161,-0.416930686,0.826681234,0.568831635,0.09360031,-0.112815554,1.143330535,0.597972963,-0.138424638,1.471853281,0.852086314,1.275037085,0.610865798,-1.238750089,-0.978857203,-0.86580493,1.361355503,-1.063418624,-0.922931682,-0.876447497,-0.668323237
Santa Vitoria do Palmar,SOUTH AMERICA,-0.127802881,-0.358985538,-0.779476887,-0.454295846,-0.160643745,-0.161656077,-0.13552654,0.162613575,0.770283302,-0.108680609,0.054993283,-0.763537368,-0.097193042,-0.41351971,-0.505212725,0.342215823,-0.647504414,-1.067684052,0.38227628,-0.276697299,0.215446764,0.365428702,-0.297154867,1.916829165,-1.384389787,-0.291130795,1.671345964,0.25308568,0.621799596
Santana do Livramento,SOUTH AMERICA,-0.121976724,0.020401036,-0.495842579,0.435373688,-0.145824809,-0.152295087,-0.145157337,-0.744801734,0.773454637,0.388747419,0.252595099,0.15587004,0.083780962,-0.33623788,0.152341543,0.345445365,-0.329012157,0.492563719,-0.019180894,0.116823086,0.311585253,0.805963452,-0.131856468,2.404758251,-1.463213614,-0.009225605,2.256579268,0.646513534,0.600876385
Santander,EUROPE,-0.095991548,1.517242804,-0.458826791,0.529305764,-0.094783889,-0.136422535,-0.243592857,-1.027723651,-0.46694836,0.993883844,-0.261208517,-0.690447914,0.036226187,-0.506682324,-1.01654104,0.177718785,-0.705880371,-0.939954983,0.408590219,-0.798665227,0.074484081,0.259605728,-0.181139253,0.837204279,-0.99177639,-0.160676155,0.868823011,-0.312900574,0.535827557
Santarem,SOUTH AMERICA,-0.123570328,0.745594033,-0.690734309,0.869008555,-0.128716847,-0.127740993,-0.101466919,-0.476326966,-0.810570405,-0.141031371,1.167668866,-1.147560818,1.575128716,-1.276184036,0.327532792,1.416805115,-1.495102187,0.872152578,1.039255156,0.717866033,1.288004502,1.673945028,1.692107229,0.210289072,0.268578267,1.824767284,0.355079072,-0.595583458,1.366176657
Santiago Ixcuintla,NORTH AMERICA,-0.128476477,-0.517296603,-0.703653724,1.07995605,-0.16068699,-0.162956839,-0.140575566,2.119879454,0.042981766,-0.13299732,1.163011482,1.474622854,1.16565581,-0.776312797,1.024787479,0.861051594,-0.50394629,1.295804342,0.908908973,1.047224303,1.063684418,0.659392053,2.034347797,-0.83382063,1.986502849,2.061762348,-0.831820268,2.878358578,-0.51283612
Santiago Tuxtla,NORTH AMERICA,-0.129564555,-0.662236653,-0.677533218,1.084298245,-0.16508047,-0.163465214,-0.128682101,1.45339417,0.582896739,-0.39654756,1.000302975,-0.423200496,0.542912332,-0.864984597,0.70933857,1.054319472,-0.884392737,0.870039801,0.829476873,0.765891964,0.973400143,1.689748444,2.106955146,-0.034213132,0.487902158,1.977170984,0.002568476,0.329180546,0.138528828
Santiago de Compostela,EUROPE,-0.122005627,0.360449528,-0.270071333,0.66763478,-0.133069323,-0.151004606,-0.180426799,-0.78492247,-0.535678496,1.156950582,-0.376059216,-1.104809432,-0.188091491,-0.470619804,-1.14221586,0.172611064,-0.761504702,-1.502862988,0.356829936,-0.957737679,-0.028154305,1.03478919,0.628992212,0.287229083,-0.409304871,0.714723191,0.610617285,-0.367800873,1.970545274
Santiago de Cuba,NORTH AMERICA,-0.114737022,0.255928886,-0.539676604,0.336529025,-0.066550939,-0.115659484,-0.250265493,-0.033122324,0.64182935,0.898724908,1.129243888,-0.856929302,1.013540137,-1.078438593,0.405962225,1.235319295,-1.244586535,1.077707247,0.819406113,0.825154686,1.163623978,0.304812929,0.210229107,0.277375855,-0.262412452,-0.030517972,0.193866353,0.320282357,-0.302944328
Santiago del Estero,SOUTH AMERICA,-0.110216734,2.018151125,-0.35129055,0.424043044,-0.112407553,-0.102403995,-0.052124626,-0.811963969,-0.274210468,-0.497447864,0.492143875,1.100176976,0.067739019,-0.164253917,0.690536163,0.167061378,0.143208804,0.967493446,0.032498378,0.589097932,0.364093509,-0.491261841,-0.22793298,-0.73786773,0.77427396,-0.231547592,-0.782411164,0.386336623,-0.730720697
Santiago1,SOUTH AMERICA,-0.127637679,-0.338129981,-0.475257327,-0.397218113,-0.157228311,-0.159373644,-0.137248122,-0.816552005,2.758657369,-0.529574275,1.219796645,-0.431103603,1.459437025,-1.260293199,0.748406289,1.378210799,-1.243732995,0.928486013,1.056766934,0.836067268,1.312813307,2.108423519,2.026280314,-0.354056131,0.308986803,1.989703038,-0.24678908,-0.740903516,3.609673648
Santiago2,SOUTH AMERICA,-0.095514204,0.30674984,-0.335018866,0.462266497,-0.008206023,-0.031755063,-0.100605064,0.177819497,0.389946113,1.275864419,1.05615449,0.168690016,1.44162119,-1.068446256,0.522604278,1.117525754,-1.049771359,0.760509753,0.844384507,0.682541103,1.103557042,0.407486886,-0.001505334,1.193889914,-0.827264756,-0.059364585,1.180764121,-0.134522547,0.357813454
Santiago3,SOUTH AMERICA,0.116808407,2.370555952,2.15554767,1.075785963,1.0510238,1.024227813,0.753452573,-0.722902761,-0.171477635,3.195461931,-0.152159241,1.014742554,0.248334409,-0.276389099,-0.10341745,0.013236128,-0.066151955,-1.355548622,0.56744099,-0.466997937,0.015901951,-0.813544612,-0.528452553,-0.802115116,1.191415137,-0.520439082,-0.834100143,-1.260381373,0.296496732
Santo Andre,SOUTH AMERICA,0.059361554,3.410426027,0.392616559,1.177545407,0.803024156,1.206964125,2.267771305,-0.946470992,-0.589276774,0.346522462,0.241201544,-0.582570351,0.55751183,-0.838688573,-0.724906371,0.514808651,-0.956861399,0.2437212,0.158726233,-0.379008544,0.492346177,0.903956842,0.653347339,0.670844773,-0.191954005,0.784784477,0.608896602,1.829985307,-0.121090163
